condition,drugName,rating,sideEffects,review,sentiment
pneumonia,levofloxacin,1,Mild Side Effects,expensive vomited day even keep water,0.333333333
pneumonia,levaquin,10,Mild Side Effects,afraid take medication read much side effect one older blood test doctor told one would work took glad worked wonder side effect take would say worry,0.333333333
pneumonia,moxifloxacin,9,Mild Side Effects,get bit dizzy would take bedtime first get faster heart beat may cause read crazy side effect online medicine work awful case tonsillitis sure read package med even vitamin may taking alter effect increase chance side effect,0.333333333
pneumonia,avelox,9,Extremely Severe Side Effects,absolute best antibiotic ever used feeling better within day side effect used uti sinus infection worked amazingly time sensitive stomach usually hate taking medication stuff really work,-0.125
pneumonia,clarithromycin,9,No Side Effects,ailment actually bronchitis tracheal irritation lung started taking exhausted coughing diarrhea first day took first dose late breakfast since took middle breakfast gi symptom since cough chest showed almost immediate improvement difference also limiting sugar intake prevent yeast infection eating yogurt every day taking acidophilus prevent bowel irritation far good day left noticed bitter taste mouth day ago felt reassured reading comment side effect,0
pneumonia,doxycycline,2,Severe Side Effects,absolutely nothing son acne,0
pneumonia,azithromycin,1,Mild Side Effects,horrible took first day one onward four day painful stomach hurt chest pain kept night pain please read side effect taking,0.333333333
pneumonia,ceftriaxone,10,Mild Side Effects,child ran fever day throat infection got got shot rocephin better next day,0.333333333
pneumonia,rocephin,10,Mild Side Effects,child ran fever day throat infection got got shot rocephin better next day,0.333333333
pneumonia,cefuroxime,3,Mild Side Effects,given bacterial infection medication nothing side effect fever chill appetite weak put infection finished prescribed amount noticed red blotch skin peeling think allergic product never still feeling effect one day since completion,0.333333333
pneumonia,amoxicillin,9,Moderate Side Effects,good,0
pneumonia,amoxicillin   clavulanate,10,Severe Side Effects,pneumonia day took augmentin felt better day side effect nausea diarrhea day,0
pneumonia,biaxin xl,10,Mild Side Effects,took biaxin soon got home doctor woke next morning feeling amazing totally cured great start one day,0.333333333
pneumonia,ceftin,6,No Side Effects,doctor looked ear nose saw severe blocked well infected bacteria explained probably drainage eustachian tube got dirty prescribed mg ceftin well allegra flonase taken day take ceftin twice daily morning night food take allegra flonase morning leave work know ceftin work still plugged good day felt like may finally kicked could regular allegra flonase guess ceftin good many stuff good bacteria type stuff happy,0
pneumonia,augmentin,1,No Side Effects,advised doctor take probiotic took one pill apart around started throwing got diarrhea guess enough food stomach complete dosage,0
pneumonia,cefdinir,6,Mild Side Effects,chronic diarrhea day fatigue nauseated bloated avoid,0.333333333
pneumonia,amoxil,10,Mild Side Effects,excellent best antibiotic child respond well work fast,0.333333333
pneumonia,azithromycin dose pack,1,Moderate Side Effects,found generic greenstone brand mg tablet ndc effective past taken brand name zithromax z pak third dose knew recovering illness since starting g brand experienced unusual tiredness voice hoarseness increase stuffy mucus filled nose completed rx instructed improved feel pulled insurance company list generic azithromycin,0
pneumonia,biaxin,3,Moderate Side Effects,biaxin day loose bowel movement horrible taste mouth sleep eating tootsie roll pop combat bad taste mouth going stop biaxin immediately call doctor first thing morning wide awake diarrhea tootsie roll pop,0
pneumonia,cefprozil,1,Mild Side Effects,took day urinary tract infection get rid saw doctor put macrobid make nauseous,0.333333333
pneumonia,factive,1,No Side Effects,day factive cured bronchitis worsened everything else th day got allergic reaction got even worse next day swollen lip unbelievably itchy rash covering head toe took nearly week treatment get injection calm quick look internet show reaction common finished taking medicine,0
pneumonia,gemifloxacin,10,Extremely Severe Side Effects,quick effective experience side effect,-0.125
pneumonia,omnicef,10,Extremely Severe Side Effects,cleared right stopped coughing like night also methylpredisolone inhaler,-0.125
pneumonia,vancomycin,10,Extremely Severe Side Effects,intern doctor cardiologist medication cure mersa rate medication,-0.125
pneumonia,zithromax,9,Mild Side Effects,treated,0.333333333
pneumonia,cefixime,5,Mild Side Effects,take one day week pain urgency frequency continued day nothing physically started feeling little better felt like symptom resolved taking entire cycle care miserable long go something else future recall negative side effect,0.333333333
pneumonia,cefpodoxime,10,Severe Side Effects,many urinary tract infection normal medicine quit working successfully treated vantin time,0
pneumonia,cefzil,2,Mild Side Effects,given uti sinusitis time dos felt little relief woke middle night itching palm hand bottom foot knee elbow hand also swelling th dose quit taking still infection pain dos,0.333333333
pneumonia,ciprofloxacin,1,Moderate Side Effects,good experience severe head pain throat discomfort,0
pneumonia,clindamycin,10,Severe Side Effects,always acne especially around mouth forehead cystic painful ugly tried medicine facial expensive face wash washing face everything became pregnant problem became much worse bad actually people comment asked baby doctor could prescribed gel problem stayed week gradually got better better break week skin tone actually improving would recommend anyone continue use baby well,0
pneumonia,flagyl,1,Moderate Side Effects,antibiotic responsible huge increase parkinson diseease condition affect great percentage western world antibiotic infection case lead coeliac food intolerance disbiosis large intestine resultant leaky gut possibly bowel cancer later life however version antibiotic cause problem trytophan production large intestine resultant dopamine deficency,0
pneumonia,linezolid,9,No Side Effects,cured mrsa,0
pneumonia,metronidazole,1,Severe Side Effects,day six still pooping normally better still like make feel lethargic nauseous feel bad taste bad ewwww never taking thought make vomit,0
pneumonia,penicillin v potassium,10,Mild Side Effects,medicine worked best killed bacteria fast,0.333333333
pneumonia,penicillin vk,4,Mild Side Effects,first time taking high dosage medicine usual abad tooth ache taken penicillin lower dosage however new med higher dosage side effect bothersome truly feel worth continuing take consulting doctor prescribed med local hospital er,0.333333333
pneumonia,piperacillin   tazobactam,9,Moderate Side Effects,got iv hospital along vancomycin day infection gone felt much better side effect nausea manageable worth,0
pneumonia,vantin,10,No Side Effects,many urinary tract infection normal medicine quit working successfully treated vantin time,0
pneumonia,zyvox,9,Moderate Side Effects,cured mrsa,0
polycystic ovary syndrome,metformin,9,Mild Side Effects,actually pre diabetic drug week lost pound saw doctor today thing taste salty wild dream sweat cold absolutely appetite talked going continue another day seen anyone else medication experience,0.333333333
polycystic ovary syndrome,ethinyl estradiol   norethindrone,8,Extremely Severe Side Effects,put loestrin abnormal period daughter experience change mood first birth control cup size increased first month stayed size negative side effect developed two dark spot melasma upper lip worsened exposure sun long use sun block getting worse make self conscience pill regulating effective birth control,-0.125
polycystic ovary syndrome,ethinyl estradiol   levonorgestrel,1,Mild Side Effects,anemia primary thought would aid anemia prescribing camrese shorten amount period thought would great idea since period little heavy even bc well first pack great second pack started good middle started spotting figured big deal stop spotting saw gyne week spotting said oh first round stick better next round well exact bled monthly pill officially stopped using pill waiting breakthrough bleeding end go back normal pill,0.333333333
polycystic ovary syndrome,loestrin    fe,3,Extremely Severe Side Effects,started pill excited stop right middle pack mean nowhere burst bleeding went bathroom like period snuck almost week period due lot clot brown yucky stuff top mood really crazy would lying bed would feel like cry okay next moment two day cause take crazy mood swing bleeding anymore also noticed great deal fatigue even changed even day loestrin worth cannot wait system,-0.125
polycystic ovary syndrome,desogestrel   ethinyl estradiol,8,Mild Side Effects,apri month gained around pound noticeable breast size changed neither sex drive use pill awful period used cry vomit cramp using birth control well never pregnant strongly strongly recommend pill,0.333333333
polycystic ovary syndrome,drospirenone   ethinyl estradiol,6,Extremely Severe Side Effects,confused experience yaz initial breakout skin improving month half ago minor breakout every though yet lately half month skin breaking constantly big pimple mostly along chin jawline lip cheek going see gp soon possible see whether random flare whether yaz suppose work differently everyone,-0.125
polycystic ovary syndrome,microgestin fe,2,Mild Side Effects,initially given two lo loestrin fe sample issue making switch microgestin fe day ago due breaking rash zigzag across top thigh nerve issue numbness pain tingling made difficult walk foot stop taking pill day use relieved know work many,0.333333333
polycystic ovary syndrome,glucophage,8,Mild Side Effects,consider glucophage successful treatment prescribed ten year adverse effect aside favorable blood sugar result even feel drug system,0.333333333
polycystic ovary syndrome,junel fe,5,Extremely Severe Side Effects,taken countless birth control mainly used awful heavy period switch numerous time due problem always arising bc take always clear skin perfect breakout nice skin june fe month skin horrendous back acne chest even breaking bump forehead cheek never acne cheek even starting come neck take acne luckily severe mood swing depression switched bc pill last time heard medication bad making crazy depressed know stuff made break bad,-0.125
polycystic ovary syndrome,loseasonique,1,Mild Side Effects,breakthrough bleeding started day started taking day get worse day think last pack rather heavy period day light bleeding least get least day break period,0.333333333
polycystic ovary syndrome,necon,9,Mild Side Effects,although effective found spotting nuisance,0.333333333
polycystic ovary syndrome,seasonique,1,Moderate Side Effects,bc great first pack started bleeding non stop heavy bleeding stopped soon quit taking never,0
polycystic ovary syndrome,apri,7,Mild Side Effects,apri month birth control help intense bleeding incredibly enlarged uterus please keep mind reading side effect typical apri apri given symptom pregnancy without baby wake nauseous night terror almost every night waking bawling normal strange craving egg whereas never really liked also slight mood swing bad controlled however changed period length day day removed cramping regulated cycle saved uterus get,0.333333333
polycystic ovary syndrome,drospirenone   ethinyl estradiol   levomefolate calcium,9,Extremely Severe Side Effects,beyaz saved skin literally always nice skin teenager occasional mild breakout month turned broke hormonal acne legitimately covered entire face except side cheek seriously tried everything mom finally suggested birth control skeptical feared would gain weight desperate clean skin decided try doctor told would probably make skin worse made better month saw good result little month skin almost clear take little bit time worth also effect weight grateful beyaz,-0.125
polycystic ovary syndrome,yaz,7,Extremely Severe Side Effects,prescribed yaz doc told ask generic brand directed however looked review yaz vestura generic brand settled getting home research vestura realize birth control effect people differently going great review terrible one vestura terrible review took vestura anyway wow biggest mistake ever take vestura spend money yaz vestura made worst mood swing cry hour nothing hyper next minute week yaz even lost pound skin clearing love,-0.125
polycystic ovary syndrome,chateal,3,Mild Side Effects,taking chateal sprintec year flawless experience sprintec health insurance ended left chateal first month fine time started spotting period frequently careful taking time every day still spotting persisted year chateal month spotting switched back sprintec week ago spotting yet also chateal felt lot time pretty bad anxiety rather pay pocket sprintec get chateal free kept getting pregnant though work sense,0.333333333
polycystic ovary syndrome,glucophage xr,8,Mild Side Effects,taking glucophage er week first couple week made sick told normal try hold side effect would stop seemed dose increased sick work really well get sugar started average c average since working going hold week told people get used much faster people take month,0.333333333
polycystic ovary syndrome,kariva,5,Extremely Severe Side Effects,beginning kariva seemed working well skin started clear lighter period emotional stabilization however started second pack emotional state felt realize could pill taking continued use felt depressed sad verge cry time told doctor changed blisovi fe emotional state began change positive way,-0.125
polycystic ovary syndrome,sronyx,2,Mild Side Effects,far good taking sronyx day maybe get better month time experienced heaviest period life excessive clotting cramp reduced however prone acne increased occurrence pimple since taking generally feel like,0.333333333
polycystic ovary syndrome,alesse,1,Mild Side Effects,complete nightmare always sensitive hormonal birth control method doctor prescribed alesse first month fine constantly hungry boob hurt manageable barely finished second pack stop mood gained least pound always hungry breast hurt like anything week breakthrough bleeding cherry top cake yeast infection yay poison never,0.333333333
polycystic ovary syndrome,falmina,6,Mild Side Effects,falmina month fence abnormal period last almost two week period come last week active pill last almost day acne bad far nausea pretty terrible doctor said give least month see,0.333333333
polycystic ovary syndrome,gildess fe,1,Mild Side Effects,different form bc several year apparently effective got older gyn prescribed gildess suggested try month see condition improved gildess total month kept mind must allow time mo body adjust although experienced side effect start gave shot experienced uncontrollable mood swing felt depressed tired time worst side effect though extreme headache experienced taking medication know everyone different would never recommend pill anyone,0.333333333
polycystic ovary syndrome,lutera,8,Mild Side Effects,excess facial hair always problem well abnormally heavy period first time life worry waking dark hair sprouting chin three month ago taking pill plucking waxing every day upper lip chin hair reduced year old anyone else experience oc common treatment excess hair wondering life changing experience think imagining thing went plucking least day couple time week thanks reading,0.333333333
polycystic ovary syndrome,ocella,10,Mild Side Effects,best birth control ever problem medication,0.333333333
polycystic ovary syndrome,ortho novum,8,Extremely Severe Side Effects,work well heavy period,-0.125
polycystic ovary syndrome,aviane,9,Extremely Severe Side Effects,hell time finding right b c major mood swing cramp nonstop bleeding sex drive far like aviane im second month longer bleeding first pack awhile body adjust moodswings normal sex drive breast bit tender larger mad appetite bit bigger thats good need gain weight,-0.125
polycystic ovary syndrome,desogen,9,Mild Side Effects,desogen year never got pregnant shorter lighter period medicine side effect said side slight increase blood pressure slight weight gain ready start family took month get pregnant different pill baby hormone change found pill work well desogen,0.333333333
polycystic ovary syndrome,gianvi,9,Extremely Severe Side Effects,started birth control switched ortho tri cyclen lo unfortunately horrible acne back face especially time month since started taking birth control noticed acne back starting clear face getting better also noticed hungry either experienced crazy mood swing depression even probably stick back acne since year old ready back look normal recommend pill,-0.125
polycystic ovary syndrome,jolessa,9,Mild Side Effects,jolessa awesome spotting first pack worked great began using time doctor suggested take first month stop week get period continue nd third month period first pack minimize eliminate break bleeding spotting worked well happier regulated way le painful,0.333333333
polycystic ovary syndrome,levora,10,Moderate Side Effects,birthcontrol work great taking near year problem may contributed lb much else lessened period day heavy flow day relatively light skin really changed contribute emotional change,0
polycystic ovary syndrome,loestrin fe,2,Mild Side Effects,pill probably good lot people good acne prone people constantly breaking pill horrible painful cyst lower amount estrogen pill better lot woman severely aggravated acne right switched higher estrogen dose pill acne cleared thing liked pill gave short light period,0.333333333
polycystic ovary syndrome,microgestin,1,Mild Side Effects,prescribed mirogestin experiencing prolonged abnormal bleeding birth control decade say hate drug three week miserable want continue taking month experience started taking pill cycle directed ob gyn last day cycle flow lessening suddenly got heavier spent five day dealing extremely heavy flow every min stopped day started sore lower back abdomen constantly increased appetite fatigue emotional advil constant without wreck,0.333333333
polycystic ovary syndrome,mircette,10,Mild Side Effects,hope people deterred review site typically people go online leave bad review hand great experience birth control thus far month side effect mircette tried everything sprintec tri sprintec patch ring yaz etc lot pill made moody anxious depressed excessively fatigued pill made sick stomach mircette awesome hormonal acne already cleared get upset stomach experienced mood swing thrilled finally found birth control work highly recommend trying,0.333333333
polycystic ovary syndrome,orsythia,3,Extremely Severe Side Effects,put originally irregular bleeding normally week period would spot period day done since put orsythia already fully bleeding week plus week heavy spotting hand needle say emergency ob appointment monday get something else make condition worse already two thing helped life altering cramp body pain pm also take away sex drive though could even sex erratic bleeding would recommend worse enemy,-0.125
polycystic ovary syndrome,wera,7,No Side Effects,mostly liked wera better necon previously still enough mood swing felt bad enough husband want change b c really didnt much depression little lower libido cause chronic migraine like b c eventually switched,0
polycystic ovary syndrome,yasmin,8,Moderate Side Effects,acne entire life tried everything roaccutane special diet expensive cream nothing worked started yasmin skin became absolutely flawless wanted kid stopped pill acne came back instantly son month started yasmin need acne gone annoying skin bad pill make crazy take craziness clear skin sex drive disappeared lost weight plus,0
polycythemia vera,jakafi,8,Moderate Side Effects,post essential thrombocythemia myelofibrosis jakafi platelet count white cell count normal however caused red cell count go way low procrit shot avoid transfusion fatigued slightest physical activity gained pound get pimple jakafi instantly got rid joint ache pain,0
polycythemia vera,ruxolitinib,8,No Side Effects,post essential thrombocythemia myelofibrosis jakafi platelet count white cell count normal however caused red cell count go way low procrit shot avoid transfusion fatigued slightest physical activity gained pound get pimple jakafi instantly got rid joint ache pain,0
polycythemia vera,hydroxyurea,10,Mild Side Effects,first started taking hydroxyurea made little sick yet week noticed slight increase energy went hospitalization crisis every month year still take pain med smaller pain lifestyle gotten much better would recommend person sickle cell,0.333333333
polymyositis dermatomyositis,corticotropin,9,Mild Side Effects,good,0.333333333
polymyositis dermatomyositis,h p  acthar gel,1,Severe Side Effects,acthar gel injection day go far noticed difference anything balance horrible still dizzy electric shock neck back arm eye messing also still bladder issue iv steroid little help round steroid pill form finally got right hand feeling somewhat decent th try get back feeling decent since early mid august really hoping something permanent damage pray god kid never get,0
porphyria,chlorpromazine,10,Extremely Severe Side Effects,chronic hiccup day went emergency room gave choice valium thorazine went valium valium nothing continued hiccup two day went back er took thorazine hiccup gone minute drug get rid hiccup sure,-0.125
porphyria,hemin,10,Moderate Side Effects,breakthrough medication kept alive year living chronic acute intermittent porphyria course treatment adverse effect effect peripheral vein negligent doctor insist administered vein access arm leaving continual painful thrombosis iv blew caustic harmful small vein access many year attack required hospitalization became frequent er doctor needed put emergency central venous line angry took many year find doctor finally ordered port catheter placement received,0
porphyria,panhematin,10,Moderate Side Effects,breakthrough medication kept alive year living chronic acute intermittent porphyria course treatment adverse effect effect peripheral vein negligent doctor insist administered vein access arm leaving continual painful thrombosis iv blew caustic harmful small vein access many year attack required hospitalization became frequent er doctor needed put emergency central venous line angry took many year find doctor finally ordered port catheter placement received,0
porphyria,thorazine,9,Extremely Severe Side Effects,third bout persistent hiccup life first two time passed using drug nearly year ago eventually went away time day straight hiccup every inhale one exhale followed cluster put together took first dose bedtime hiccuped sleep following morning hiccup almost gone three dos day small hiccup every two hour day three gone side effect thank god take ever spot,-0.125
portal hypertension,propranolol,10,Mild Side Effects,absolutely incredible tried xanax first time horrible side effect switched propranolol honestly good true believe actually worked totally doubted medication prescribed propranolol ptsd med,0.333333333
post cholecystectomy diarrhea,cholestyramine,6,Mild Side Effects,early day yet one month since commenced treatment questran marked decrease daily bowel activity crohn past year medication proved largely ineffective concerned potentially dangerous side effect medicine prescribed condition may since starting course treatment intake codeine lomotil imodium minimal constipation occurred manageable without going track four identified stricture looking barrel surgery moderately confident least far positive move,0.333333333
post traumatic stress disorde,sertraline,8,Extremely Severe Side Effects,dose mg daily pro found great anxiety mild moderate depression took morning food started feel better within hour brain felt calm focused slept well night con dry mouth stomach bloat continual stomach pain ibs like symptom day long also suffer gerd acid reflux already taking prescribed ppi stomach pill prior yet help reduce gastro side effect sertraline unfortunately deal breaker decided stop med ongoing daily stomach gastro issue brain well med stomach,-0.125
post traumatic stress disorde,prazosin,10,Extremely Severe Side Effects,dealing lot stress lately getting couple hour sleep night due pill helped get sleep stay asleep felt like back normal taking anything finally able sleep sleep well make tired able sleep felt problem worry later relaxation sleep tried thing sleep ambien none provided satisfaction able go sleep sleep well best dream instead nightmare random thing infused trouble worry amazing dream thing loved,-0.125
post traumatic stress disorde,zoloft,8,Moderate Side Effects,dealing anxiety disorder panic attack one year doctor put prozac gave short term relief terrible panic attack since going zoloft seen decrease panic attack anxiety medicine worked nothing else would,0
post traumatic stress disorde,quetiapine,7,Extremely Severe Side Effects,diagnosed bipolar one year ago originally took abilify realized gave severe anxiety doctor changed seroquel take bed take adjust sedating relieved insomnia however gaining weight steadily since beginning seroquel insatiable urge eat hour take medication matter lose weight pound gained since seroquel lose weight love fact seems work well body cure insomnia got something better cause gain much weight,-0.125
post traumatic stress disorde,mirtazapine,1,Moderate Side Effects,absolutely horrible literally took one tablet knocked day feel like absolute zombie drive barely string sentence together sleeping horribly making weird vivid dream wake exhausted never ever take pill,0
post traumatic stress disorde,paroxetine,10,Extremely Severe Side Effects,hello everyone paxil week still beneficial addition life started feel like real feel subdued zombied like people report started mg dr moved mg week ago main side effect transitioning higher dosage severe mania first couple day wore significantly day passed weight gain paxil cause think anxious point nausea disgust food love eating enjoy food biggest positive paxil generalized anxiety severely reduced panic attack feel great,-0.125
post traumatic stress disorde,paxil,10,Moderate Side Effects,almost nine year started anxiety year struggled almost anything set since doctor put paroxetine totally calm believe get know earlier god send,0
post traumatic stress disorde,risperidone,4,Mild Side Effects,back early started experiencing severe agitation anxiety mood swing think straight along ocd etc finally went see psychiatrist put paxil klonopin risperdal st started combo drug felt good clear headed almost seemed like year side effect started brewing anxiety returned full force thought disorganized began itching body especially leg foot bladder went bad gained weight get go risperdal made extremely anxious upon taking culprit behind itchy skin bladder issue careful caused severe inner restlessness,0.333333333
post traumatic stress disorde,asenapine,1,Extremely Severe Side Effects,absoultely awful given depression made everything much worse took day day bad concerned day manic skipped midterm completely unable control emotion form day awoke confused disoriented day progressed manic numb hand articulate well cognitive impairment stiff muscle living nightmare also alcoholic two year sober feeling anything besides normal detriment drug care would gotten symptom drug pure poison,-0.125
post traumatic stress disorde,lamotrigine,10,Moderate Side Effects,anxiety bout depression whole life tried adhd med anxiety ssri self medicated year wife therapist telling bipolar year recently anxiety near panic attack every day started taken lamotragine x day day panic went away racing thought depression never thought drug could work well amazing really believe,0
post traumatic stress disorde,venlafaxine,1,Extremely Severe Side Effects,horrible side effect sleep week developed tic felt like living nightmare hospitalized took effexor started zoloft zoloft worked fantastic took zoloft year med year problem,-0.125
post traumatic stress disorde,desvenlafaxine,7,Mild Side Effects,taking mg every morning month trileptal mg night adderal lunch scattered depressed last january due lot life change really life sabotaged living without treatment medicine saved life continue long work pritiq good mistakenly got dose mixed first started pristiq took mg never felt better soon found dangerous max mg whew must careful life good today also use pristiq discount card pay half price really help,0.333333333
post traumatic stress disorde,pristiq,9,No Side Effects,given prescription pristiq help adhd addition xanax anxiety first day noticed improved mood initially thought xanax taking pristiq first thing morning holding xanax noticed significant improvement mood medication slight improvement taking pristiq xanax two seem keep anxiety focus healthy range side effect noticed slight jaw fatigue clenching pretty minor though something problem dealing,0
post traumatic stress disorde,saphris,8,Extremely Severe Side Effects,bi polar year tried practically every mood stabilizer antidepressant would work awhile poop saphris like miracle medicine feel depressed energy motivation mood stable take one mg tab bedtime wake next morning feeling alive ready day would encourage anyone suffering bipolar depression mood swing give medicine try disappointed one caveat though without insurance expensive,-0.125
post traumatic stress disorde,amitriptyline,7,Extremely Severe Side Effects,elavil mg since last night slept way night woke tired morning mg first work mg work trying dose feel much better hope continues work dose took five hour bedtime felt tired went bed five hour later taking pm,-0.125
post traumatic stress disorde,aripiprazole,1,Mild Side Effects,abilify made extremely aggitated smallest thing normally anger time surprised end prison psych ward one worst experience life must good ad campaign drug doctor seems think answer everything fact two trial done drug became next coming jesus done drug company made funny thing thy hide trial caused agitation little le half patient raise question company even bother doin trial sell sugar pill clear money motivator,0.333333333
post traumatic stress disorde,dronabinol,10,Moderate Side Effects,marinol life saver nausea one worst feeling person experience marinol eas nausea quickly even help create appetite,0
post traumatic stress disorde,fluvoxamine,9,No Side Effects,switched fluvoxamine fluoxetine gad anorexia suggested higher dose needed fluvoxamine better medication fluoxetine helped fluvoxamine really showed difference mood improved stabilised also helped attitude towards eating managed get healthy bmi,0
post traumatic stress disorde,minipress,8,Mild Side Effects,taking mg minipress prazosin per day bph least year work well minimal side effect still get x per night urinate stream reasonably strong fully empty bladder missing dose day result noticeable degradation initiation stream flow complete emptying bladder year ago tried cardura impact bph symptom unacceptable side effect potency desire minipress available generic superior solution,0.333333333
post traumatic stress disorde,seroquel,10,Mild Side Effects,age taking seroquel decade diagnosed bipolar disorder extremely young seroquel quick fix incurable syndrome diagnosed continue live rest life seroquel fix sleep problem completely although first take extra sleep medication quell continually racing thought still moody still meltdown frequency decreased drastically seroquel antipsychotic allow function daily life best degree possible saying everyone manic depression take bipolar disorder different experience everyone,0.333333333
post traumatic stress disorde,risperdal,4,Moderate Side Effects,put medication suffered aspergers syndrome since diagnosed four year old powerful mg felt like zombie constantly sleeping effect strong gave symptom paranoia example convinced time going throw every time ate put eating heavy food result lost weight probably one worst anti psychotic ever taken strong year old time came gave psychotic symptom heard constant moaning voice day scared crap glad medication,0
post traumatic stress disorde,elavil,8,No Side Effects,bipolar various medicine almost year well dad died month ago depression anxiety bad could function doctor prescribed along mg celexa took month week felt better also chronic pain spinal arthritis medication helped get life back process gained lb week already overweight helped chronic pain depression love feel weight gain,0
post traumatic stress disorde,seroquel xr,6,Extremely Severe Side Effects,worked well mood stable downfall gained pound bulimic anorexic terrified ended going lose weight,-0.125
post traumatic stress disorde,abilify,1,Severe Side Effects,abilify made extremely aggitated smallest thing normally anger time surprised end prison psych ward one worst experience life must good ad campaign drug doctor seems think answer everything fact two trial done drug became next coming jesus done drug company made funny thing thy hide trial caused agitation little le half patient raise question company even bother doin trial sell sugar pill clear money motivator,0
post traumatic stress disorde,celexa,9,Mild Side Effects,able perform normally high stress job prior celexa ready switch career anxiety resulting extreme stress,0.333333333
post traumatic stress disorde,citalopram,9,Mild Side Effects,good except withdrawal going,0.333333333
post traumatic stress disorde,abilify discmelt,8,Moderate Side Effects,hospital put abilify think working really well diagnosed bipolar age new medicine month seems give energy starting better sleeping pattern,0
post traumatic stress disorde,lamictal,10,No Side Effects,absolute life saver sober alcoholic year diagnosed mdnos would love get real diagnosis bipolar close come bpd personal view lamictal seriously changed life leveled could live life terrible bout sobbing closet wishing die screaming people time still super happy added lexapro helped lot celexa later instead lexapro helped really want switch wellbutrin xl sex drive detrimental relationship plus late work pretty much every day could sleep pm never go lamictal serious life saver,0
post traumatic stress disorde,luvox,8,Extremely Severe Side Effects,year ago prescribed luvox psych ward took prozac felt really okay follow visit week later psychiatrist year immediately took saying way luvox right put parnate one week felt like poisoned told go back prozac time new doctor new doctor put back luvox month feel really well first time many many year rated mean perfection thing medicine,-0.125
post traumatic stress disorde,luvox cr,8,No Side Effects,using drug month mg work great make bit hard fall asleep,0
postherpetic neuralgia,gabapentin,10,Extremely Severe Side Effects,prescribed gabapentin hospital alcohol related accident started xanax induced coma help seizure alcoholic year many people recovery community praise wonder drug agree take mg time daily double started time notice drug anxiety rise temper get short drug combination recovery plan godsend drink since,-0.125
postherpetic neuralgia,lyrica,5,Moderate Side Effects,already overweight went lyrica tingling hand foot intolerable three week later like woke one morning none clothes fit got scale time doctor gave pill current gained lb shame decide obese able sleep pain free,0
postherpetic neuralgia,pregabalin,9,Severe Side Effects,found made huge difference first two week side effect felt really yuk happy late taking dose really feel difference,0
postherpetic neuralgia,neurontin,10,Severe Side Effects,able withdraw opiate using neurontin,0
postherpetic neuralgia,gabapentin enacarbil,8,Mild Side Effects,diagnosed fibromyalgia tried many different med without good result finally got prescribed horizant day started mg first night bad experience doc gave new prescription mg per day slowly believe starting work pain improved little bit every day sleep improving also since day hoping see improvement time go doc want stay mg month mg continue feel better think week see happens post update,0.333333333
postherpetic neuralgia,capsaicin,1,Mild Side Effects,peripheral neuropathy foot feeling sock crunched used stuff added severe burning used day returned buy burning foot go away kind cure burning foot le pain also get hand cause problem make sure wash otc cream say severe burning feeling possible never pain night sleep last night burning feeling product banned,0.333333333
postherpetic neuralgia,lidocaine,9,No Side Effects,come patch work wonder pain lower back pain cut patch put last hour,0
postherpetic neuralgia,lidoderm,9,Mild Side Effects,come patch work wonder pain lower back pain cut patch put last hour,0.333333333
postherpetic neuralgia,gralise,9,Severe Side Effects,decade pain med working le le addition fibromylgia bulging herniated disc neuropathy controlled epilepsy learned live constant pain doc suggested gralise gabapentin said felt confident would see good result amazed saw immediate improvement ability walk move around experiencing considerably le pain concerned insurance cover brand time released taking expensive remain optimistic try time day dosage felt good many year,0
postherpetic neuralgia,horizant,8,Extremely Severe Side Effects,nerve pain shingle postherpetic neuralgia side effect medication terrible gained pound month extremely tired function day blood pressure dropped significantly blood pressure medication stop blood pressure range awaiting call back physician today fatigue terrible decided suffer pain titration drug month side effect devastating,-0.125
postherpetic neuralgia,capzasin hp,1,Mild Side Effects,peripheral neuropathy foot feeling sock crunched used stuff added severe burning used day returned buy burning foot go away kind cure burning foot le pain also get hand cause problem make sure wash otc cream say severe burning feeling possible never pain night sleep last night burning feeling product banned,0.333333333
postherpetic neuralgia,nortriptyline,8,No Side Effects,agree small dose keep virtually symptom free year side effect mild sleepiness take bedtime problem,0
postmenopausal symptoms,estradiol,4,Mild Side Effects,started using estrace frequent urination burning dryness started menopause yr ago use estrace day stop due bleeding cramping last week fan,0.333333333
postmenopausal symptoms,conjugated estrogens,1,Mild Side Effects,put mg constant bleeding nexplanon implant caused work made sick yo mother prior nexplanon premarin never used kind hormonal medicine terrible pain left side calf whole left side body numb chest pain rapid heart beat pal palpation shortness breath dizziness unbalanced nausea felt like dying,0.333333333
postmenopausal symptoms,angeliq,10,No Side Effects,angelic month within week using medication literally got life back symptom hot flush night long around ten throughout day sleep know crappy symptom hysterectomy year ago yr old life changed worst put horrible symptom thinking well life desperation went doctor told wanted life back said try give life back right feel normal first time year even lost kilo definitely weight gain pill know work,0
postmenopausal symptoms,drospirenone   estradiol,10,Mild Side Effects,angelic month within week using medication literally got life back symptom hot flush night long around ten throughout day sleep know crappy symptom hysterectomy year ago yr old life changed worst put horrible symptom thinking well life desperation went doctor told wanted life back said try give life back right feel normal first time year even lost kilo definitely weight gain pill know work,0.333333333
postmenopausal symptoms,estradiol   norethindrone,10,Mild Side Effects,combipatch took away flash within week nausea headache like take medicine symptom menopause affecting life lightest dose,0.333333333
